#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.kgXref.mRNA	mm10.kgXref.geneSymbol
uc008egm.1	chr18	-	24012266	24020320	BC011345	Zfp24
uc008egn.1	chr18	-	24012266	24020771	NM_021559	Zfp24
uc008ego.1	chr18	-	24104760	24121819	NM_172625	Ino80c
uc008egq.2	chr18	+	24205343	24286816	NM_013814	Galnt1
uc008egr.2	chr18	+	24205993	24286816	NM_001160404	Galnt1
uc008egs.2	chr18	-	24429109	24429170	NR_029573	Mir187
uc008egt.1	chr18	+	24470870	24477767	NM_026529	2700062C07Rik
uc008egu.1	chr18	-	24484961	24530204	NM_144861	Rprd1a
uc008egv.1	chr18	-	24579880	24603817	NM_139143	Slc39a6
uc008egw.1	chr18	+	24603960	24617750	AK044699	Elp2
uc008egx.1	chr18	+	24603960	24638830	NM_021448	Elp2
uc012baj.1	chr18	+	24603960	24638830	AK167725	Elp2
uc008egy.1	chr18	+	24653690	24701556	NM_026779	Mocos
uc008egz.1	chr18	+	24659975	24701556	BC016223	Mocos
uc008ehb.2	chr18	+	24708622	25133507	NM_175276	Fhod3
uc012bam.1	chr18	-	25136038	25165965	NM_001142697	Tpgs2
uc012bal.1	chr18	-	25127222	25168877	NM_001142698	Tpgs2
uc008ehf.2	chr18	-	25136038	25168877	NM_001004361	Tpgs2
uc008ehj.2	chr18	+	25169019	25467321	NM_001033532	AW554918
uc008ehi.2	chr18	+	25233914	25467321	AK076623	AW554918
uc012ban.1	chr18	-	25477619	25753983	NM_001146293	Celf4
uc008ehl.2	chr18	-	25477619	25753983	NM_133195	Celf4
uc012bao.1	chr18	-	25477619	25753983	NM_001146292	Celf4
uc012bap.1	chr18	-	25477619	25753983	NM_001146294	Celf4
uc008ehk.2	chr18	-	25477619	25753983	NM_001174074	Celf4
uc012baq.1	chr18	-	25677879	25753983	NM_001146295	Celf4
uc029tmb.1	chr18	+	28560165	28998176	NR_045398	4930474G06Rik
uc008ehv.1	chr18	+	29442199	29466107	NR_045395	4930527G23Rik
uc008ehu.1	chr18	-	29396715	29496416	NR_045391	4930578E11Rik
uc008ehw.1	chr18	+	30272895	30348120	NM_181414	Pik3c3
uc008ehx.1	chr18	-	30974313	31317128	NM_009065	Rit2
uc008ehy.1	chr18	-	31437807	31447415	NM_009308	Syt4
uc008ehz.1	chr18	-	31580167	31609902	NM_026165	Slc25a46
uc008eia.1	chr18	-	31580167	31610528	AK161372	Slc25a46
uc008eie.1	chr18	+	31674354	31713014	AK032704	Sap130
uc008eic.1	chr18	+	31634382	31723061	NM_172965	Sap130
uc008eid.1	chr18	+	31634382	31723061	BC066030	Sap130
uc008eif.2	chr18	+	31759823	31777524	AK054131	Ammecr1l
uc008eih.2	chr18	+	31760615	31777524	AK030009	Ammecr1l
uc008eig.2	chr18	+	31759823	31784083	NM_153515	Ammecr1l
uc008eii.2	chr18	+	31760615	31784083	NM_001242430	Ammecr1l
uc008eik.2	chr18	+	31774228	31784083	AK151257	Ammecr1l
uc008eim.2	chr18	+	31789158	31796701	NM_027101	Polr2d
uc008eio.2	chr18	+	31804056	31835435	NM_001170966	Wdr33
uc008eip.2	chr18	+	31804056	31841642	NM_001170970	Wdr33
uc008eiq.2	chr18	+	31804056	31841642	NM_001170967	Wdr33
uc008eit.1	chr18	+	31886016	31889606	AK080344	Wdr33
uc008eis.2	chr18	+	31804056	31908987	NM_028866	Wdr33
uc008eiu.2	chr18	-	31909093	31911903	NM_026006	Sft2d3
uc033hfz.1	chr18	-	31946988	31948008	CCDS29114	Gpr17
uc008eiw.2	chr18	-	31942998	31949636	NM_001025381	Gpr17
uc008eiv.1	chr18	+	31931506	31958619	NM_144862	Lims2
uc008eix.2	chr18	-	31959233	32036931	NM_032394	Myo7b
uc008eiy.2	chr18	+	32067733	32104331	NM_173441	Iws1
uc008eiz.1	chr18	-	32123125	32138205	NM_001042768	Proc
uc008eja.1	chr18	-	32123125	32138205	NM_008934	Proc
uc008ejb.1	chr18	-	32123125	32139570	NM_001042767	Proc
uc008ejd.2	chr18	+	32163088	32236751	NM_011946	Map3k2
uc008eje.1	chr18	+	32240330	32270147	NM_133658	Ercc3
uc008ejg.1	chr18	-	32359056	32378284	NR_045403	A830052D11Rik
uc008ejh.1	chr18	+	32377216	32435740	NM_009668	Bin1
uc008eji.1	chr18	+	32377216	32435740	NM_001083334	Bin1
uc008ejj.1	chr18	+	32377216	32435740	U60884	Bin1
uc008ejk.1	chr18	-	32528319	32560034	NM_001048207	Gypc
uc008ejl.2	chr18	+	32815382	32819799	NM_021367	Tslp
uc029tme.1	chr18	-	32663641	32837287	NR_045381	4930455D15Rik
uc008ejm.2	chr18	+	32837224	32853242	NM_144863	Wdr36
uc008ejo.2	chr18	+	32837224	32866349	NM_001110016	Wdr36
uc008ejn.2	chr18	+	32837224	32866420	NM_001110015	Wdr36
uc012bau.1	chr18	+	32837224	32866420	AK156822	Wdr36
uc008ejp.2	chr18	+	32853106	32866420	AK040339	Wdr36
uc008ejq.2	chr18	+	32939040	33195767	NM_009793	Camk4
uc008ejr.1	chr18	-	33201420	33213816	NM_133774	Stard4
uc008ejs.1	chr18	-	33204666	33213816	AK165641	Stard4
uc008ejt.2	chr18	-	33437018	33463634	NM_053078	Nrep
uc012bav.2	chr18	-	33437018	33463699	NM_001109989	Nrep
uc008eju.2	chr18	-	33437018	33464029	NM_001109988	Nrep
uc029tmf.1	chr18	+	33464162	33474710	NR_045415	Gm10549
uc008ejv.2	chr18	+	33794891	33795989	NR_038151	Epb41l4aos
uc029tmg.1	chr18	+	33794891	33795989	NR_038152	Epb41l4aos
uc008ejy.1	chr18	-	33796326	34006422	D28818	Epb41l4a
uc008eka.1	chr18	-	33824458	34006543	AK140485	Epb41l4a
uc008ejz.1	chr18	-	33796326	34007206	NM_013512	Epb41l4a
uc008ekc.1	chr18	-	34207774	34221772	NR_040534	Gm10548
uc008eke.2	chr18	+	34220983	34322190	NM_007462	Apc
uc008ekg.2	chr18	+	34331144	34336599	NM_025527	Srp19
uc008eki.2	chr18	-	34344885	34373415	NM_007874	Reep5
uc008ekj.1	chr18	+	34408488	34417528	AK136119	Pkd2l2
uc008ekk.1	chr18	+	34408488	34419048	AK163272	Pkd2l2
uc008ekl.1	chr18	+	34409422	34422200	AK142697	Pkd2l2
uc012bay.1	chr18	+	34409422	34441794	NM_001163004	Pkd2l2
uc008ekm.2	chr18	+	34409422	34442788	NM_016927	Pkd2l2
uc008eko.1	chr18	-	34442350	34506823	NM_146084	Fam13b
uc008ekq.2	chr18	+	34542327	34548061	NM_009290	Wnt8a
uc008eks.1	chr18	-	34562640	34579106	NM_080637	Nme5
uc008eku.1	chr18	-	34579845	34597468	NM_177773	4933408B17Rik
uc008ekv.2	chr18	-	34598614	34624863	NM_030147	Brd8
uc008eky.2	chr18	-	34601167	34624863	AK132365	Brd8
uc012bba.1	chr18	+	34624623	34633277	NM_001166407	Kif20a
uc008ela.2	chr18	+	34624935	34633277	NM_009004	Kif20a
uc012bbb.1	chr18	+	34625032	34633277	NM_001166406	Kif20a
uc008elb.1	chr18	-	34630950	34651736	AK075948	Cdc23
uc012bbc.1	chr18	-	34630950	34651736	AK047789	Cdc23
uc008elc.1	chr18	-	34631682	34651736	NM_178347	Cdc23
uc008ele.3	chr18	-	34689897	34720387	NM_010280	Gfra3
uc008elf.2	chr18	-	34732994	34751533	NM_009860	Cdc25c
uc008eli.1	chr18	+	34758905	34773760	NM_175104	Fam53c
uc008elk.1	chr18	+	34759555	34773760	AK154214	Fam53c
uc008elq.1	chr18	+	34777007	34839370	NM_001081256	Kdm3b
uc008elr.2	chr18	+	34840588	34847463	NM_144865	Reep2
uc012bbe.2	chr18	+	34840588	34847463	NM_001204914	Reep2
uc008els.2	chr18	+	34845786	34847463	AK158694	Reep2
uc008elt.1	chr18	+	34861206	34864956	NM_007913	Egr1
uc008elu.1	chr18	-	34902784	34932003	NM_144866	Etf1
uc008elv.2	chr18	-	34937414	34954351	NM_010481	Hspa9
uc008ema.2	chr18	-	35209005	35215024	NM_178005	Lrrtm2
uc008ely.1	chr18	+	35118911	35254775	NM_009818	Ctnna1
uc008emb.1	chr18	+	35214919	35254775	AK046513	Ctnna1
uc008emc.2	chr18	-	35266395	35498925	NM_030749	Sil1
uc012bbg.1	chr18	+	35554566	35554636	NR_035472	Mir1949
uc012bbh.1	chr18	+	35557029	35557227	NR_002905	Snora74a
uc008emf.1	chr18	+	35553409	35558316	NR_038073	Snhg4
uc008emg.2	chr18	+	35562157	35592045	NM_010771	Matr3
uc008emh.2	chr18	+	35562274	35592045	AK161128	Matr3
uc008emj.1	chr18	+	35598666	35617185	NM_026420	Paip2
uc008emk.1	chr18	+	35598666	35617185	AK154453	Paip2
uc008eml.2	chr18	-	35614603	35627227	NM_011397	Slc23a1
uc008emm.2	chr18	-	35647264	35649367	NM_027222	Mzb1
uc008emn.1	chr18	-	35656688	35662186	NM_029485	Spata24
uc008emo.2	chr18	-	35660015	35662186	NM_027733	Spata24
uc008emq.2	chr18	-	35671104	35703144	NM_029669	Dnajc18
uc008emr.1	chr18	-	35713088	35721491	NM_001033141	Ecscr
uc012bbi.1	chr18	-	35713640	35722351	EU025067	Ecscr
uc008ems.1	chr18	+	35726988	35730869	NM_001033168	1700066B19Rik
uc008emt.3	chr18	-	35733677	35740554	NM_028261	Tmem173
uc012bbj.1	chr18	+	35771558	35807172	NM_019912	Ube2d2a
uc008emx.1	chr18	+	35829817	35861688	NM_133687	Cxxc5
uc008emy.1	chr18	+	35854690	35861688	AK015150	Cxxc5
uc008ena.3	chr18	+	35964829	36014716	NM_028707	Psd2
uc008eng.2	chr18	+	36106202	36109954	NR_015571	4930471G03Rik
uc012bbl.1	chr18	-	36017657	36197160	NM_001167891	Nrg2
uc033hgd.1	chr18	+	36287161	36288127	CCDS29151	Pura
uc008enh.2	chr18	+	36281161	36288244	NM_008989	Pura
uc008eni.1	chr18	+	36348623	36393370	NM_001081365	Cystm1
uc008enj.1	chr18	+	36348623	36402978	AK028217	Cystm1
uc008enk.1	chr18	-	36403678	36454495	NM_026027	Pfdn1
uc008enl.2	chr18	-	36504926	36515805	NM_010415	Hbegf
uc008enm.2	chr18	-	36512678	36515805	AK052084	Hbegf
uc008enn.1	chr18	+	36528151	36544608	NM_172830	Slc4a9
uc008env.2	chr18	+	36560602	36658908	NM_175375	Ankhd1
uc008enw.2	chr18	+	36647130	36666324	AK003441	Ankhd1
uc008enx.2	chr18	+	36664059	36666324	NM_201256	Eif4ebp3
uc008eny.2	chr18	-	36667186	36670311	NM_025291	Sra1
uc012bbp.1	chr18	-	36667186	36670311	NR_028355	Sra1
uc012bbq.1	chr18	-	36667186	36670311	NM_001164406	Sra1
uc033hgf.1	chr18	-	36671158	36679366	NM_146085	Apbb3
uc033hgg.1	chr18	-	36671158	36679366	CCDS29157	Apbb3
uc029tmj.2	chr18	+	36682118	36683093	CCDS29158	Slc35a4
uc008eob.1	chr18	+	36679214	36683862	NM_001083317	Slc35a4
uc008eoc.1	chr18	+	36679214	36683862	NM_026404	Slc35a4
uc008eod.1	chr18	+	36679214	36683862	AK139953	Slc35a4
uc008eoe.1	chr18	-	36684922	36695925	NM_172831	E230025N22Rik
uc008eof.2	chr18	-	36725063	36726815	NM_009841	Cd14
uc008eoi.1	chr18	+	36735069	36742391	NM_028036	Tmco6
uc008eoj.2	chr18	-	36742331	36744587	NM_010885	Ndufa2
uc033hgh.1	chr18	+	36744655	36757639	NM_011879	Ik
uc008eol.1	chr18	+	36760238	36763708	NM_026464	Wdr55
uc008eon.1	chr18	-	36763670	36766214	NM_173383	Dnd1
uc008eop.2	chr18	-	36766527	36783205	NM_008214	Hars
uc008eor.2	chr18	+	36783208	36792560	NM_080636	Hars2
uc008eos.1	chr18	+	36793922	36799660	NM_025594	Zmat2
uc012bbu.1	chr18	+	36801762	36802107	NR_027885	Vaultrc5
uc057bki.1	chr18	+	37010711	37014034	AK141960	Pcdha11
uc008epg.1	chr18	+	37010857	37160705	AK139436	Pcdha11
uc008eot.2	chr18	+	36930284	37187660	NM_054072	Pcdha1
uc008eou.1	chr18	+	36930284	37187660	BC082326	Pcdha1
uc008eov.2	chr18	+	36939204	37187660	NM_198117	Pcdha2
uc012bbv.1	chr18	+	36939204	37187660	BC141390	Pcdha2
uc008eow.2	chr18	+	36946206	37187660	NM_138662	Pcdha3
uc008eox.3	chr18	+	36952647	37187660	NM_007766	Pcdha4
uc008eoz.2	chr18	+	36960439	37187660	NM_009959	Pcdha5
uc008epb.3	chr18	+	36967630	37187660	NM_007767	Pcdha6
uc012bbw.2	chr18	+	36967630	37187660	BC150815	Pcdha6
uc008epc.3	chr18	+	36973801	37187660	NM_009957	Pcdha7
uc008epd.2	chr18	+	36992466	37187660	NM_201243	Pcdha8
uc008epe.2	chr18	+	36997879	37187660	NM_138661	Pcdha9
uc008epf.2	chr18	+	37005319	37187660	NM_009961	Pcdha10
uc008eph.2	chr18	+	37010857	37187660	NM_009960	Pcdha11
uc012bbx.1	chr18	+	37010857	37187660	BC141349	Pcdha11
uc008epi.2	chr18	+	37020229	37187660	NM_138663	Pcdha12
uc008epj.2	chr18	+	37090135	37187660	NM_001003671	Pcdhac1
uc008epk.2	chr18	+	37143968	37187660	NM_001003672	Pcdhac2
uc008epm.1	chr18	+	37264997	37267454	NM_053126	Pcdhb1
uc008epn.1	chr18	+	37294839	37297614	NM_053127	Pcdhb2
uc008epo.1	chr18	+	37300798	37304585	NM_053128	Pcdhb3
uc008epp.1	chr18	+	37307454	37311173	NM_053129	Pcdhb4
uc008epq.1	chr18	+	37320380	37323913	NM_053130	Pcdhb5
uc008epr.1	chr18	+	37334027	37336346	NM_053131	Pcdhb6
uc008eps.1	chr18	+	37341701	37345207	NM_053132	Pcdhb7
uc008ept.1	chr18	+	37355270	37357610	NM_053133	Pcdhb8
uc008epu.1	chr18	+	37400854	37403909	NM_053134	Pcdhb9
uc008epv.1	chr18	+	37411673	37414514	NM_053135	Pcdhb10
uc008epw.1	chr18	+	37421417	37425032	NM_053136	Pcdhb11
uc008epx.1	chr18	+	37435620	37438654	NM_053137	Pcdhb12
uc008epy.1	chr18	+	37442516	37446209	NM_053138	Pcdhb13
uc008epz.1	chr18	+	37447656	37451094	NM_053139	Pcdhb14
uc008eqa.1	chr18	+	37473545	37476340	NM_053140	Pcdhb15
uc008eqb.1	chr18	+	37477767	37483037	NM_053141	Pcdhb16
uc008eqc.1	chr18	+	37485020	37488290	NM_053142	Pcdhb17
uc008eqd.1	chr18	+	37489464	37494503	NM_053143	Pcdhb18
uc008eqe.1	chr18	+	37496997	37501711	NM_053144	Pcdhb19
uc008eqf.2	chr18	+	37504263	37507661	NM_053145	Pcdhb20
uc012bby.2	chr18	+	37513651	37521419	NM_053147	Pcdhb22
uc008eqh.2	chr18	-	37637377	37638723	NM_001159275	Slc25a2
uc033hgj.1	chr18	-	37642486	37643512	CCDS29189	Taf7
uc008eqi.2	chr18	-	37640490	37644204	NM_175770	Taf7
uc008eoy.2	chr18	+	36952647	37841872	NM_001174154	Gm37013
uc008eql.1	chr18	+	37661944	37841872	NM_033584	Pcdhga1
uc008eqm.1	chr18	+	37669104	37841872	NM_033585	Pcdhga2
uc008eqn.1	chr18	+	37674334	37841872	NM_033586	Pcdhga3
uc008eqo.1	chr18	+	37680457	37841872	NM_033574	Pcdhgb1
uc008eqp.1	chr18	+	37685399	37841872	NM_033587	Pcdhga4
uc008eqq.1	chr18	+	37689858	37841872	NM_033575	Pcdhgb2
uc008eqr.1	chr18	+	37694500	37841872	NM_033588	Pcdhga5
uc008eqs.1	chr18	+	37707228	37841872	NM_033589	Pcdhga6
uc008eqt.1	chr18	+	37714833	37841872	NM_033590	Pcdhga7
uc008equ.1	chr18	+	37720553	37841872	NM_033576	Pcdhgb4
uc008eqv.1	chr18	+	37725705	37841872	NM_033591	Pcdhga8
uc008eqw.1	chr18	+	37731153	37841872	NM_033577	Pcdhgb5
uc008eqx.1	chr18	+	37736935	37841872	NM_033592	Pcdhga9
uc008eqy.1	chr18	+	37742093	37841872	NM_033578	Pcdhgb6
uc008eqz.1	chr18	+	37747187	37841872	NM_033593	Pcdhga10
uc008era.1	chr18	+	37751778	37841872	NM_033579	Pcdhgb7
uc008erb.1	chr18	+	37755772	37841872	NM_033594	Pcdhga11
uc008erc.2	chr18	+	37761800	37841872	NM_033580	Pcdhgb8
uc008erd.1	chr18	+	37765579	37841872	NM_033595	Pcdhga12
uc008ere.1	chr18	+	37806409	37841872	NM_033581	Pcdhgc3
uc008erf.1	chr18	+	37815078	37841872	NM_033582	Pcdhgc4
uc008erg.1	chr18	+	37819545	37841872	NM_033583	Pcdhgc5
uc033hgk.2	chr18	-	37843600	37935423	NM_007858	Diaph1
uc033hgl.2	chr18	-	37843600	37935423	CCDS57121	Diaph1
uc008erl.1	chr18	-	37936970	37954988	NM_010411	Hdac3
uc008ern.2	chr18	+	37955558	37959179	NM_153793	Rell2
uc008ero.1	chr18	-	37957433	37969731	NM_175684	Fchsd1
uc008ers.1	chr18	-	37982805	37997555	AK053122	Arap3
uc008erq.2	chr18	-	37972622	37997574	NM_139206	Arap3
uc008err.3	chr18	-	37972622	37998969	NM_001205336	Arap3
uc008eru.1	chr18	-	38196693	38209762	NM_029357	Pcdh1
uc008erv.1	chr18	-	38238404	38250198	NR_015475	1700086O06Rik
uc012bce.1	chr18	-	38238404	38250198	NR_027903	1700086O06Rik
uc008erw.1	chr18	-	38238404	38250565	NR_027904	1700086O06Rik
uc008erx.2	chr18	+	38250248	38254799	BC002117	0610009O20Rik
uc008erz.2	chr18	+	38250248	38262629	NM_024179	0610009O20Rik
uc008esb.1	chr18	-	38267091	38284401	NM_017378	Pcdh12
uc008ese.2	chr18	+	38296634	38317849	NM_020012	Rnf14
uc008esg.2	chr18	+	38296634	38317849	NM_001164622	Rnf14
uc008esf.2	chr18	+	38296634	38317849	AK011316	Rnf14
uc008esh.2	chr18	+	38296804	38317849	NM_001164621	Rnf14
uc008esi.2	chr18	-	38327536	38338993	NM_011937	Gnpda1
uc008esj.1	chr18	+	38418974	38464406	NM_022996	Ndfip1
uc008esk.1	chr18	+	38418974	38464839	AK050560	Ndfip1
uc033hgp.1	chr18	-	38589805	38590708	CCDS29202	Spry4
uc008esl.1	chr18	-	38586264	38601268	NM_011898	Spry4
uc008esn.1	chr18	-	38838672	38866747	BC027001	Fgf1
uc008eso.1	chr18	-	38838672	38918699	NM_010197	Fgf1
uc008esp.2	chr18	+	38892455	38971274	NM_001033789	Gm5820
uc008esr.1	chr18	+	38993144	39376285	NM_175164	Arhgap26
uc008est.2	chr18	+	38993144	39376285	BC141394	Arhgap26
uc008ess.1	chr18	+	39227367	39376285	AK052502	Arhgap26
uc008esx.1	chr18	-	39410544	39487245	NM_008173	Nr3c1
uc008esy.1	chr18	-	39410544	39487245	X13359	Nr3c1
uc012bcg.1	chr18	-	39415647	39487245	HM236293	Nr3c1
uc008esz.1	chr18	-	39424382	39489776	BC008154	Nr3c1
uc008eta.1	chr18	-	39485997	39489846	AK156323	Nr3c1
uc008etb.1	chr18	-	39485997	39490674	BC016462	Nr3c1
uc008etc.1	chr18	+	39773496	39776082	NM_011033	Pabpc2
uc008etd.1	chr18	-	40204864	40219399	NM_023311	Yipf5
uc029tmn.1	chr18	+	40256961	40257687	NR_045177	2900055J20Rik
uc012bch.1	chr18	+	40258360	40531184	NM_026135	Kctd16
uc008eti.1	chr18	-	41875695	41951194	NM_029942	Prelid2
uc012bci.1	chr18	-	41875695	41951194	BC145035	Prelid2
uc008etj.2	chr18	-	41985322	41999049	NM_001033426	Grxcr2
uc008etl.2	chr18	+	42053709	42158695	NM_001146299	Sh3rf2
uc008etk.2	chr18	+	42053709	42158695	NM_172966	Sh3rf2
uc008etm.2	chr18	-	42178674	42196709	NM_027072	Plac8l1
uc008etn.2	chr18	-	42192439	42196709	AK005800	Plac8l1
uc008etp.1	chr18	-	42202348	42262071	NM_134137	Lars
uc008etq.2	chr18	-	42274379	42275197	NR_033452	Gm4013
uc008ett.1	chr18	+	42300249	42327518	AK042613	Rbm27
uc008etr.2	chr18	+	42275352	42341540	NM_172626	Rbm27
uc008ets.1	chr18	+	42299120	42341540	BC054080	Rbm27
uc008etu.1	chr18	+	42301722	42341540	AK129330	Rbm27
uc008etv.2	chr18	+	42394596	42396093	NM_138945	Pou4f3
uc008etx.1	chr18	+	42511486	42575785	NM_001039474	Tcerg1
uc008eua.1	chr18	-	42578019	42579652	NM_181543	Gpr151
uc008eub.2	chr18	-	42645220	42899506	NR_073583	Ppp2r2b
uc008euc.2	chr18	-	42645220	43059471	NM_028392	Ppp2r2b
uc008eue.1	chr18	+	43207696	43317481	NM_178749	Stk32a
uc012bcj.1	chr18	+	43207696	43317481	BC055002	Stk32a
uc008eug.3	chr18	-	43320978	43373272	NM_001136086	Dpysl3
uc008euh.3	chr18	-	43320978	43393377	NM_009468	Dpysl3
uc008euk.2	chr18	-	43531407	43687773	NM_001163637	Jakmip2
uc008eul.2	chr18	-	43728068	43737237	NM_009258	Spink1
uc008euo.1	chr18	-	43777195	43792878	NM_001033280	Gm94
uc012bcl.1	chr18	-	43777195	43792878	BC171995	Gm94
uc008eup.1	chr18	+	43963240	44022487	NM_001081180	Spink5
uc008euq.1	chr18	+	44027868	44032208	NM_001039218	Spink14
uc008eur.1	chr18	+	44071392	44083610	NM_001013797	Spink6
uc008eus.1	chr18	+	44104522	44108543	NM_030061	Spink12
uc008eut.1	chr18	-	44166357	44175073	NM_183123	Spinkl
uc008euu.2	chr18	-	44190044	44196177	NM_001048217	Spink11
uc033hgs.1	chr18	+	44275513	44276629	CCDS29227	Npy6r
uc008euv.1	chr18	+	44270126	44277700	NM_010935	Npy6r
uc008euw.1	chr18	+	44334073	44355722	NM_001033621	Myot
uc008eux.2	chr18	+	44380499	44424969	NM_027490	Dcp2
uc008euy.1	chr18	-	44425059	44662266	NM_001085374	Mcc
uc008eva.1	chr18	+	44661664	44676271	NR_026853	A930012L18Rik
uc008euz.1	chr18	-	44425059	44812182	NM_001085373	Mcc
uc008evb.2	chr18	+	44828664	44889720	NM_001163013	Ythdc2
uc029tmq.1	chr18	-	45683486	46045260	NR_040342	A330093E20Rik
uc012bcp.1	chr18	-	46165299	46198818	NM_001170855	Trim36
uc008evi.2	chr18	-	46165299	46212607	NM_178872	Trim36
uc008evk.1	chr18	-	46239948	46280850	NM_172627	Pggt1b
uc012bcr.1	chr18	-	46282150	46311928	NM_001160399	Ccdc112
uc012bcs.1	chr18	-	46464933	46465816	NR_045438	Mospd4
uc008evo.1	chr18	-	46504605	46525971	NM_173423	Fem1c
uc033hgv.1	chr18	-	46560319	46561018	CCDS29232	Ticam2
uc008evp.2	chr18	-	46558230	46574533	NM_173394	Ticam2
uc008evr.2	chr18	-	46585927	46597535	NM_025698	Tmed7
uc008evq.2	chr18	-	46585938	46597535	AK029576	Tmed7
uc033hgw.1	chr18	+	46607699	46608134	CCDS29233	Eif1a
uc008evs.2	chr18	+	46597703	46610225	NM_010120	Eif1a
uc008evt.1	chr18	-	46713204	46728342	NM_033037	Cdo1
uc008evu.1	chr18	-	46732416	46741579	NM_026217	Atg12
uc008evv.2	chr18	+	46741875	46790826	NM_009681	Ap3s1
uc008evx.1	chr18	+	46850038	46881736	BC113158	Lvrn
uc012bcu.1	chr18	+	46850038	46905446	NM_029008	Lvrn
uc008evy.1	chr18	+	46921814	46934222	NM_001033446	Arl14epl
uc008evz.1	chr18	+	46958875	47087994	NM_178377	Commd10
uc008ewa.2	chr18	-	47245253	47368870	NM_018744	Sema6a
uc008ewe.1	chr18	+	47452667	47470868	NR_033453	9130209A04Rik
uc012bcv.1	chr18	+	47537734	47718636	NR_033454	Gm5095
uc033hgx.1	chr18	+	48046756	48048061	CCDS50285	Eno1
uc008ewh.1	chr18	+	48045334	48048383	NM_001025388	Eno1b
uc008ewf.1	chr18	+	47922840	48107980	NR_045404	G630055G22Rik
uc008ewk.3	chr18	+	49523288	49524441	NR_033785	1700044K03Rik
uc008ewl.2	chr18	-	49696144	49755601	NM_026854	Dtwd2
uc012bcw.1	chr18	-	49696144	49755601	NM_001170960	Dtwd2
uc029tmr.1	chr18	-	49803331	49817956	NR_045386	1700065O20Rik
uc008ewo.2	chr18	+	49832996	49965473	NM_001081371	Dmxl1
uc008ewq.2	chr18	+	49979426	50093229	NM_001177760	Tnfaip8
uc012bcy.1	chr18	+	49979426	50093229	NM_001177759	Tnfaip8
uc008ewv.2	chr18	+	50053281	50093229	NM_134131	Tnfaip8
uc008eww.2	chr18	+	50128200	50196270	NM_008292	Hsd17b4
uc008ewx.1	chr18	+	50278368	50283019	NM_001004061	Fam170a
uc008ewy.2	chr18	-	50567655	50568699	NM_026108	Hdhd1a
uc008ewz.1	chr18	+	51117897	51304641	NM_001081224	Prr16
uc008exa.1	chr18	+	51117897	51420044	AK081911	Prr16
uc008exc.2	chr18	+	52331535	52332996	NM_026286	Ftmt
uc008exd.1	chr18	+	52465692	52490738	NM_026040	Srfbp1
uc008exe.2	chr18	-	52516059	52529823	NM_010728	Lox
uc033hgz.1	chr18	+	52638276	52639320	CCDS29248	Zfp474
uc008exi.2	chr18	+	52615914	52639830	NM_025749	Zfp474
uc008exh.2	chr18	+	52615914	52639830	AY350709	Zfp474
uc008exj.1	chr18	+	52646219	52663731	NM_030097	1700034E13Rik
uc008exk.1	chr18	+	52646219	52663731	AK018840	1700034E13Rik
uc008exl.2	chr18	+	52693678	52695593	NM_010293	Gykl1
uc008exp.1	chr18	+	52768143	52871622	AK016941	Sncaip
uc008exn.2	chr18	+	52767810	52915931	NM_001199151	Sncaip
uc012bdc.1	chr18	+	52767810	52915931	NM_026408	Sncaip
uc008exm.2	chr18	+	52767810	52915931	AK132346	Sncaip
uc008exo.2	chr18	+	52768092	52915931	NM_001199153	Sncaip
uc008exq.2	chr18	+	52768143	52915931	NM_001199154	Sncaip
uc008exr.1	chr18	+	53176364	53220860	NM_026386	Snx2
uc008exs.1	chr18	+	53245661	53390823	AK012711	Snx24
uc008ext.1	chr18	+	53245661	53390825	NM_029394	Snx24
uc008exu.1	chr18	-	53406340	53418007	NM_008908	Ppic
uc008exv.1	chr18	+	53464545	53575857	NM_001033281	Prdm6
uc008exw.1	chr18	+	53551593	53575857	AK135840	Prdm6
uc008exx.1	chr18	+	53648150	53705418	NR_040349	Gm19466
uc008exy.1	chr18	-	53681722	53744547	NM_178686	Cep120
uc008exz.1	chr18	-	53685494	53744547	AK038916	Cep120
uc008eya.1	chr18	+	53862112	53955684	NM_152809	Csnk1g3
uc008eyb.2	chr18	+	54422294	54453294	NR_040338	Redrum
uc029tmv.1	chr18	+	54611743	54639870	NR_045400	9330117O12Rik
uc008eyc.2	chr18	-	54888044	54990180	NM_175751	Zfp608
uc008eyj.1	chr18	+	56400336	56503792	AK018551	Gramd3
uc008eyk.1	chr18	+	56400336	56503792	BC057978	Gramd3
uc008eyl.1	chr18	+	56432118	56503792	NM_026240	Gramd3
uc008eyn.2	chr18	-	56525735	56562298	NM_138600	Aldh7a1
uc008eyo.2	chr18	-	56525735	56572939	NM_001127338	Aldh7a1
uc008eyp.2	chr18	+	56562568	56587712	NM_001162989	Phax
uc008eyq.2	chr18	+	56572870	56587712	NM_019996	Phax
uc057bkn.1	chr18	+	56588347	56592709	BC048449	Tex43
uc008eyr.1	chr18	+	56588347	56594779	NM_026099	Tex43
uc012bdd.2	chr18	+	56707812	56753424	NM_010721	Lmnb1
uc008eyv.1	chr18	-	56761715	56925548	NM_177115	March3
uc008eyw.1	chr18	-	56803668	56925548	AK036622	March3
