Gene stable ID	Chromosome/scaffold name	Gene end (bp)	Gene start (bp)	Gene name	Strand
ENSG00000235340	CHR_HSCHR6_MHC_COX_CTG1	29984821	29983944	MCCD1P2	-1
ENSG00000183785	22	18146554	18110331	TUBA8	1
ENSG00000278620	CHR_HSCHR11_2_CTG1_1	1622346	1620988	KRTAP5-4	-1
ENSG00000221926	17	15684311	15627960	TRIM16	-1
ENSG00000230238	CHR_HSCHR6_MHC_COX_CTG1	29791477	29785254	HLA-V	1
ENSG00000156599	11	57701187	57667747	ZDHHC5	1
ENSG00000172461	6	96215612	96015984	FUT9	1
ENSG00000258268	2	143598002	143518867	AC079793.1	-1
ENSG00000131828	X	19361705	19343893	PDHA1	1
ENSG00000284167	2	143100612	143099936	AC013437.2	-1
ENSG00000257640	2	143572105	143295586	AC096558.2	-1
ENSG00000275800	X	19497721	19496378	EIF5P2	-1
ENSG00000261747	15	30154110	30153933	AC120045.2	-1
ENSG00000226839	2	143094715	143094233	MTND6P11	1
ENSG00000225476	2	143099933	143098898	MTCO3P5	-1
ENSG00000187187	19	40021041	39984134	ZNF546	1
ENSG00000231758	2	143656179	143640756	AC092652.1	-1
ENSG00000236300	2	143098417	143098123	MTND4LP12	-1
ENSG00000133195	17	73092712	72645949	SLC39A11	-1
ENSG00000273732	18	14681106	14680604	VN1R74P	-1
ENSG00000264570	18	14632806	14629832	SNX19P3	-1
ENSG00000257277	2	143741294	143676165	AC092652.2	-1
ENSG00000224360	CHR_HSCHR6_MHC_COX_CTG1	30865810	30856848	DDR1-DT	-1
ENSG00000249360	5	33503135	33502072	AC034232.1	1
ENSG00000151422	5	109196841	108747822	FER	1
ENSG00000056998	X	2882820	2828788	GYG2	1
ENSG00000243441	CHR_HSCHR6_MHC_MANN_CTG1	29431509	29355241	OR5V1	-1
ENSG00000198753	X	153779346	153764196	PLXNB3	1
ENSG00000232397	CHR_HSCHR6_MHC_MANN_CTG1	29440519	29438848	OR10C1	1
ENSG00000137270	6	53148829	53126964	GCM1	-1
ENSG00000154611	18	26193355	26133852	PSMA8	1
ENSG00000177234	10	120600124	120597949	LINC01561	1
ENSG00000223457	6	33239690	33237799	HTATSF1P1	1
ENSG00000170234	5	160119423	160061801	PWWP2A	-1
ENSG00000215000	X	109342697	109341813	AL034403.1	1
ENSG00000255512	11	135075899	135061781	AP005135.1	-1
ENSG00000253434	8	111756826	111376639	LINC02237	1
ENSG00000147592	8	70669174	70635318	LACTB2	-1
ENSG00000215193	22	18131138	18077920	PEX26	1
ENSG00000113312	5	160065543	160009113	TTC1	1
ENSG00000261728	13	34928076	34925834	AL138690.1	-1
ENSG00000280007	22	18131154	18110759	AC008079.2	-1
ENSG00000240435	16	68209778	68209442	RPS12P27	1
ENSG00000267666	19	669500	663482	AC004156.1	1
ENSG00000280431	13	34080134	34079411	AL160394.1	1
ENSG00000255231	11	112208898	112208601	MRPS36P4	1
ENSG00000197506	9	84340683	84275457	SLC28A3	-1
ENSG00000255292	11	112193805	112086903	AP002884.3	1
ENSG00000075884	2	143768352	143091362	ARHGAP15	1
ENSG00000231766	2	143101355	143100930	MTCO2P5	-1
ENSG00000256994	12	17589992	17509353	LINC02378	-1
ENSG00000254606	11	28519341	28516832	AC013714.1	1
ENSG00000165671	5	177300215	177133025	NSD1	1
ENSG00000112651	6	43059806	43054029	MRPL2	-1
ENSG00000242991	12	17122460	17121716	RPL7P40	1
ENSG00000227178	CHR_HSCHR6_MHC_MANN_CTG1	29291652	29290710	BX908738.2	1
ENSG00000282627	CHR_HSCHR14_3_CTG1	106563025	106562491	IGHV3-48	-1
ENSG00000235295	22	18037968	18029385	LINC01634	1
ENSG00000101868	X	24996986	24693919	POLA1	1
ENSG00000234821	20	52511568	52511252	MRPS33P4	1
ENSG00000232472	X	24789069	24788392	EEF1B2P3	-1
ENSG00000281950	CHR_HSCHR7_2_CTG4_4	76529340	76519194	SPDYE16	-1
ENSG00000110321	11	10809110	10797050	EIF4G2	-1
ENSG00000106631	7	44141332	44138864	MYL7	-1
ENSG00000185903	X	131325313	131324391	OR11N1P	-1
ENSG00000163993	4	6697170	6693069	S100P	1
ENSG00000127995	7	94557019	94509219	CASD1	1
ENSG00000174669	11	66372214	66362521	SLC29A2	-1
ENSG00000270544	19	34904195	34902202	AC008555.3	-1
ENSG00000171729	1	15220480	15152532	TMEM51	1
ENSG00000111801	6	26453415	26440472	BTN3A3	1
ENSG00000101452	20	39039723	38962299	DHX35	1
ENSG00000099860	19	2478259	2476122	GADD45B	1
ENSG00000243925	18	26099226	26098839	RPS24P18	1
ENSG00000138622	15	73369264	73319859	HCN4	-1
ENSG00000259241	15	51695765	51693216	AC020892.1	-1
ENSG00000259296	15	51715220	51707995	AC020892.2	-1
ENSG00000271649	19	34898943	34892029	LINC00904	-1
ENSG00000214042	9	21202205	21201469	IFNA7	-1
ENSG00000140830	16	72094431	72044289	TXNL4B	-1
ENSG00000226597	9	21191244	21190654	IFNWP9	-1
ENSG00000130311	19	17323301	17309518	DDA1	1
ENSG00000197580	11	112224699	112175467	BCO2	1
ENSG00000204882	8	141367267	141356500	GPR20	-1
ENSG00000253595	8	141344621	141340549	LINC01300	1
ENSG00000127220	19	17310236	17292131	ABHD8	-1
ENSG00000269711	19	7682854	7678501	AC008763.3	1
ENSG00000269815	19	17296695	17296196	AC010463.3	-1
ENSG00000233924	14	55005687	55004813	RPSAP13	-1
ENSG00000112706	6	76072678	75921115	IMPG1	-1
ENSG00000204019	X	116463003	116461682	CT83	-1
ENSG00000254567	11	49134800	49133653	UBTFL9	-1
ENSG00000230911	11	112030367	112029858	PPIHP1	-1
ENSG00000155229	10	97498794	97458324	MMS19	-1
ENSG00000226695	13	24752171	24750657	ANKRD20A10P	-1
ENSG00000231876	16	26334428	26302064	AC009158.1	1
ENSG00000214669	9	113759419	113758994	AL157702.1	-1
ENSG00000282897	9	113617375	113614589	AL162727.3	-1
ENSG00000197603	5	37249428	37106228	CPLANE1	-1
ENSG00000118557	16	72176878	72112157	PMFBP1	-1
ENSG00000147255	X	131578899	131273506	IGSF1	-1
ENSG00000171054	X	131545056	131543976	OR13H1	1
ENSG00000125780	20	2341078	2296001	TGM3	1
ENSG00000242610	X	131398957	131398072	OR5BH1P	-1
ENSG00000268104	X	116461458	116436622	SLC6A14	1
ENSG00000254412	11	49101168	49098163	AC118273.1	-1
ENSG00000234558	X	116108430	116106921	API5P1	-1
ENSG00000204227	6	33212722	33208495	RING1	1
ENSG00000258944	14	73274081	73272182	AC004846.2	-1
ENSG00000233229	X	69938017	69937166	CNOT7P1	-1
ENSG00000040275	5	169604778	169583634	SPDL1	1
ENSG00000177853	10	96205288	96129715	ZNF518A	1
ENSG00000254291	8	141327137	141326130	AC011676.4	1
ENSG00000207866	X	147282030	147281943	MIR514A2	-1
ENSG00000200883	18	9249746	9249649	RF00019	-1
ENSG00000201186	4	119367646	119367562	RNU4-33P	1
ENSG00000252433	1	67102779	67102645	RF00322	-1
ENSG00000238500	13	66630776	66630715	RNU7-87P	-1
ENSG00000239002	12	6510551	6510222	SCARNA10	1
ENSG00000206724	8	124260752	124260646	RNU6-756P	1
ENSG00000252060	19	11996916	11996809	RNA5SP464	1
ENSG00000221043	5	149695959	149695748	RF00012	-1
ENSG00000199836	14	99945477	99945315	RNU1-47P	1
ENSG00000252287	13	19088581	19088487	RNA5SP24	1
ENSG00000266745	3	20137641	20137565	MIR3135A	1
ENSG00000200656	7	45106099	45105968	SNORA5B	-1
ENSG00000222664	1	93026542	93026252	RN7SKP123	1
ENSG00000238789	6	155655026	155654963	RNU7-152P	-1
ENSG00000202112	8	95599219	95599114	RNU6-690P	1
ENSG00000200829	2	20480955	20480844	RF00019	1
ENSG00000252692	1	206080324	206080239	RF00271	1
ENSG00000252651	3	73092257	73092148	RNU6-557P	-1
ENSG00000252466	3	48316459	48316360	MIR2115	-1
ENSG00000222777	17	39546244	39546104	RNU6-233P	-1
ENSG00000253077	4	151971613	151971497	RNA5SP169	-1
ENSG00000221638	2	75628168	75627950	RF00012	1
ENSG00000207302	1	25877605	25877496	RF00019	1
ENSG00000200150	14	100956312	100956240	RF00181	1
ENSG00000201255	17	30360566	30360463	RNU6-990P	1
ENSG00000222054	5	9761013	9760907	RNA5SP177	1
ENSG00000266150	1	59733296	59733227	MIR4711	-1
ENSG00000275958	20	52482991	52482801	RF02271	-1
ENSG00000242707	18	13715368	13715102	RN7SL362P	-1
ENSG00000273904	10	114168280	114168156	RF02277	-1
ENSG00000264614	3	185253272	185253210	MIR5588	-1
ENSG00000255156	22	20475311	20475203	RNY1P9	-1
ENSG00000202363	3	39411206	39411054	SNORA62	1
ENSG00000281910	16	58559931	58559796	SNORA50A	-1
ENSG00000264720	1	66628517	66628440	MIR3117	1
ENSG00000253065	5	168033205	168033091	RF00561	-1
ENSG00000207087	2	43091494	43091388	RNU6-242P	-1
ENSG00000199716	14	22867917	22867818	RF00019	1
ENSG00000277411	6	15522300	15522195	RF00001	-1
ENSG00000275745	16	66550567	66550457	RF00019	1
ENSG00000274647	12	91633023	91632912	RF02110	-1
ENSG00000215930	1	117094728	117094643	MIR942	1
ENSG00000242182	18	23004862	23004564	RN7SL745P	1
ENSG00000206638	11	72869650	72869544	RNU6-672P	-1
ENSG00000284334	7	75915269	75915197	MIR4651	1
ENSG00000252598	18	72752051	72751952	RNA5SP460	1
ENSG00000273896	CHR_HSCHR19LRC_LRC_T_CTG3_1	54195141	54190866	TSEN34	1
ENSG00000278696	15	30800396	30800160	RN7SL82P	1
ENSG00000252848	7	44125873	44125752	RNA5SP230	-1
ENSG00000200448	22	42762959	42762860	RF00019	-1
ENSG00000274118	7	146311822	146311720	RF00019	1
ENSG00000244632	3	62796419	62796124	RN7SL863P	-1
ENSG00000265831	1	241132346	241132272	MIR3123	1
ENSG00000241248	X	140086150	140085855	RN7SL727P	1
ENSG00000207150	15	87474289	87474183	RNU6-185P	-1
ENSG00000221771	8	127960695	127960633	MIR1205	1
ENSG00000200516	12	131801434	131801315	RNA5SP378	-1
ENSG00000277925	3	169765047	169764610	RF00024	-1
ENSG00000264800	10	48985587	48985512	MIR4294	-1
ENSG00000200041	9	75181621	75181520	RF00019	-1
ENSG00000207401	9	110934507	110934406	RF00019	1
ENSG00000253005	1	28142841	28142737	RNU6-176P	-1
ENSG00000241064	3	15506905	15506623	RN7SL110P	-1
ENSG00000252158	8	131432869	131432776	RF00139	-1
ENSG00000206802	21	26190813	26190707	RNU6-926P	1
ENSG00000206927	16	18398036	18397937	RF00019	1
ENSG00000284293	11	68032922	68032864	MIR7113	1
ENSG00000274514	3	12577237	12576961	RF00017	-1
ENSG00000265873	9	88745905	88745836	MIR4289	-1
ENSG00000222852	5	180909927	180909838	RF00019	1
ENSG00000252724	9	39892540	39892446	RF00156	1
ENSG00000252524	4	157064663	157064557	RF00019	1
ENSG00000202272	X	23782310	23782210	RF00019	1
ENSG00000202341	2	237015305	237015204	RNU6-1051P	-1
ENSG00000264295	12	104591716	104591633	MIR3922	1
ENSG00000222452	9	78165778	78165465	RN7SKP59	1
ENSG00000266784	CHR_HSCHR6_MHC_SSTO_CTG1	31363922	31363816	RF00026	1
ENSG00000251712	7	148821073	148821012	RNU7-20P	1
ENSG00000212459	1	90253559	90253456	RNU6-695P	-1
ENSG00000283335	9	128392708	128392621	MIR219B	1
ENSG00000199204	18	34001799	34001698	RF00019	-1
ENSG00000263490	19	18631908	18631646	RN7SL155P	-1
ENSG00000201596	1	185634182	185634073	RF00019	-1
ENSG00000199797	22	28303850	28303754	RF00019	1
ENSG00000206935	1	23162810	23162704	RNU6-514P	1
ENSG00000216179	14	101064578	101064495	MIR541	1
ENSG00000201287	9	37662049	37661747	RN7SKP171	-1
ENSG00000277184	7	44985510	44985378	SNORA9	-1
ENSG00000200879	11	123058161	123058077	SNORD14E	-1
ENSG00000207247	6	136934866	136934765	RF00019	1
ENSG00000273932	9	133052059	133051996	MIR6877	1
ENSG00000252246	2	33333007	33332898	RNA5SP92	1
ENSG00000207702	15	31065141	31065032	MIR211	-1
ENSG00000263794	8	33716070	33715784	RN7SL457P	1
ENSG00000200753	7	20377401	20377331	RF00275	1
ENSG00000263947	CHR_HSCHR16_1_CTG1	14602094	14601823	RN7SL274P	-1
ENSG00000200620	X	15716346	15716208	RF00409	1
ENSG00000251815	15	25099594	25099499	SNORD116-26	1
ENSG00000207275	10	82340876	82340771	RNU6-441P	1
ENSG00000252317	1	240341477	240341385	RF00019	1
ENSG00000207220	X	113950082	113949917	RNU1-57P	1
ENSG00000265905	2	38937158	38936876	RN7SL96P	-1
ENSG00000264397	16	2136129	2135977	MIR3180-5	-1
ENSG00000206815	3	57548945	57548838	RNU6-483P	1
ENSG00000202498	1	215630117	215630026	RF00108	-1
ENSG00000207215	8	97358478	97358265	SNORD3H	1
ENSG00000278004	2	217283523	217283370	RF01983	1
ENSG00000222356	9	111996739	111996635	RNU6-710P	-1
ENSG00000240183	2	111930467	111930175	RN7SL297P	1
ENSG00000212556	3	127202473	127202372	RF00019	-1
ENSG00000222397	1	181839774	181839473	RN7SKP229	-1
ENSG00000252005	1	73883822	73883714	RNU4ATAC8P	1
ENSG00000266232	16	2532005	2531922	MIR3178	-1
ENSG00000252519	11	23849882	23849778	RNU6-783P	1
ENSG00000241392	4	131720543	131720260	RN7SL205P	-1
ENSG00000222281	20	11819091	11818821	RN7SKP111	-1
ENSG00000212342	8	130163127	130162972	RF00586	1
ENSG00000284368	17	64501313	64501214	MIR5047	-1
ENSG00000212240	6	28915744	28915645	RNU6-930P	1
ENSG00000222414	10	101365035	101364845	RNU2-59P	-1
ENSG00000239221	17	16192151	16191832	RN7SL442P	1
ENSG00000238812	2	236037311	236037250	RNU7-127P	1
ENSG00000200822	2	222405095	222404985	RF00019	1
ENSG00000206595	1	51382414	51382308	RNU6-877P	1
ENSG00000207116	2	200830116	200830009	RNU6-31P	1
ENSG00000252204	12	31811190	31811088	RF00402	1
ENSG00000274772	8	144683464	144683169	RF00017	1
ENSG00000277379	21	8388453	8388362	MIR6724-3	1
ENSG00000240927	15	101773513	101773238	RN7SL209P	-1
ENSG00000273981	15	23166186	23165897	RN7SL106P	1
ENSG00000241943	11	16577135	16576851	RN7SL188P	1
ENSG00000264757	22	17764259	17764180	MIR3198-1	-1
ENSG00000222225	11	153102	152999	RNU6-447P	-1
ENSG00000277413	15	60677272	60677109	RF02271	-1
ENSG00000207399	8	103385067	103384961	RNU6-1011P	1
ENSG00000200213	21	36066652	36066545	RNU6-992P	1
ENSG00000201412	10	92710608	92710499	RF00019	-1
ENSG00000207013	5	86663250	86663144	RNU6-804P	-1
ENSG00000252080	16	6748969	6748908	RNU7-99P	1
ENSG00000277762	1	147689537	147689256	RN7SL261P	1
ENSG00000201666	X	28924138	28924069	RF00284	1
ENSG00000283871	22	21653385	21653304	MIR130B	1
ENSG00000283795	1	192716390	192716328	MIR4426	1
ENSG00000201809	12	73764413	73764279	RF00096	-1
ENSG00000201830	9	97915796	97915690	RF00019	1
ENSG00000276530	11	32439206	32439086	RF02208	1
ENSG00000272351	X	69672597	69672479	RNA5SP506	1
ENSG00000212333	6	114220786	114220681	RNA5SP213	-1
ENSG00000252762	4	81928439	81928313	RF00322	1
ENSG00000206817	1	91261724	91261625	RF00019	1
ENSG00000278704	GL000009.2	58376	56140	BX004987.1	-1
ENSG00000271986	6	73487877	73487590	RN7SL827P	-1
ENSG00000283829	22	41923297	41923222	MIR378I	-1
ENSG00000275373	11	12163767	12163683	MIR6124	1
ENSG00000202268	3	45255620	45255409	RF00012	-1
ENSG00000277642	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	54869083	54868977	RF00026	-1
ENSG00000199884	2	152284460	152284350	RF00019	-1
ENSG00000212264	7	23396516	23396446	SNORD65C	1
ENSG00000278404	22	26657655	26657521	RF01874	1
ENSG00000252269	12	132995302	132995190	RNU4ATAC12P	-1
ENSG00000222610	5	98889833	98889731	RNU6-402P	1
ENSG00000266192	11	96341526	96341438	MIR1260B	1
ENSG00000206717	6	34821542	34821445	RF00019	1
ENSG00000265160	5	172662263	172662165	MIR5003	1
ENSG00000238862	3	52690827	52690744	SNORD19B	1
ENSG00000266610	12	100158765	100158502	RN7SL176P	-1
ENSG00000202206	2	195514142	195514036	RNU6-169P	1
ENSG00000276193	8	133668701	133668420	RF00017	-1
ENSG00000274450	1	146862845	146862729	RF00619	-1
ENSG00000275559	13	50081978	50081843	RF02110	1
ENSG00000263885	11	101519905	101519820	MIR3920	-1
ENSG00000284370	6	30890972	30890883	MIR4640	1
ENSG00000264501	1	10306757	10306465	RN7SL731P	1
ENSG00000278782	KI270728.1	1240349	1157687	AC136616.3	1
ENSG00000200381	1	228617109	228616991	RNA5S4	-1
ENSG00000206888	1	27325325	27325219	RNU6-48P	1
ENSG00000275840	22	21396590	21396273	RF00017	-1
ENSG00000201308	2	135656579	135656477	RNU6-512P	-1
ENSG00000201775	4	59834167	59834063	RNU6-1325P	1
ENSG00000202334	7	114613906	114613787	RNA5SP238	-1
ENSG00000284064	6	33290325	33290245	MIR6834	1
ENSG00000265861	12	97939121	97939056	MIR4495	-1
ENSG00000199279	5	62443282	62443176	RNU6-661P	1
ENSG00000201260	10	16207927	16207821	RNU6-1075P	-1
ENSG00000201048	6	10674768	10674658	RF00019	-1
ENSG00000206846	15	30673843	30673750	RF00019	1
ENSG00000278410	20	21615435	21614978	AL121590.1	1
ENSG00000199508	2	164858546	164858432	RNA5SP110	1
ENSG00000278099	1	144551943	144551779	RF00003	-1
ENSG00000200397	7	87218712	87218611	RF00019	-1
ENSG00000272230	7	114653455	114653345	MIR3666	1
ENSG00000276319	13	44196200	44196129	MIR8079	-1
ENSG00000200471	7	54621131	54621025	RNU6-1125P	1
ENSG00000251778	21	41882300	41882205	RF00334	1
ENSG00000253026	6	53153898	53153795	RNU6-464P	-1
ENSG00000265660	8	143733153	143733083	MIR4664	-1
ENSG00000252424	14	49552748	49552633	RNA5SP384	1
ENSG00000200294	10	72180989	72180858	RF00340	1
ENSG00000283856	14	24143565	24143489	MIR7703	-1
ENSG00000199377	1	44721902	44721786	RNU5F-1	-1
ENSG00000202522	11	72766116	72766004	RF00019	1
ENSG00000206859	17	17170189	17170083	RNU6-767P	1
ENSG00000200999	4	26702388	26702309	RF00284	1
ENSG00000252033	11	78579356	78579255	RNU6-311P	-1
ENSG00000199812	3	146571583	146571477	RNU6-428P	1
ENSG00000212191	4	178685956	178685886	RF00571	-1
ENSG00000238498	22	42076161	42076058	SNORD13P1	-1
ENSG00000252393	12	121605012	121604902	RNU6-1004P	1
ENSG00000283751	X	151959712	151959628	MIR452	-1
ENSG00000266449	15	76586691	76586647	MIR3713	1
ENSG00000200520	4	139318486	139318378	RNU6-1214P	1
ENSG00000275538	1	120850985	120850819	RNVU1-19	-1
ENSG00000277066	13	50045232	50045143	RF02106	1
ENSG00000200170	10	72220852	72220752	RF00019	1
ENSG00000207303	2	216351504	216351403	RF00019	1
ENSG00000212368	4	76356715	76356610	RNU6-1000P	-1
ENSG00000201554	3	101458626	101458530	RF00019	1
ENSG00000199570	20	14352425	14352320	RNU6-228P	1
ENSG00000222210	12	57978277	57977965	RN7SKP65	-1
ENSG00000240625	6	43036500	43036196	RN7SL403P	-1
ENSG00000200243	5	6848462	6848127	RN7SKP79	-1
ENSG00000277864	15	82756071	82755945	SCARNA15	1
ENSG00000274805	16	2464038	2463967	MIR6768	1
ENSG00000199892	5	180729737	180729586	RNU1-17P	1
ENSG00000252656	1	148839732	148839483	RN7SKP88	-1
ENSG00000283249	15	65843558	65843484	RF00026	1
ENSG00000199263	16	68474664	68474553	RF00019	-1
ENSG00000253024	11	67395311	67395210	RNU6-1238P	-1
ENSG00000222932	12	101796502	101796410	RNU6-172P	-1
ENSG00000212175	2	55565850	55565703	RF00586	1
ENSG00000257381	16	16300242	16300159	MIR3179-2	1
ENSG00000201331	15	25211877	25211796	SNORD115-23	1
ENSG00000275230	9	62363864	62363581	RN7SL544P	1
ENSG00000278048	17	43252019	43251829	RF00004	-1
ENSG00000206799	11	93731099	93730979	SNORA32	-1
ENSG00000276275	CHR_HSCHR8_5_CTG7	141453451	141453377	RF01161	1
ENSG00000212216	22	15701565	15701459	RNU6-816P	1
ENSG00000207808	19	13836517	13836440	MIR27A	-1
ENSG00000241693	22	38231993	38231720	RN7SL704P	1
ENSG00000252930	X	112919230	112919132	RNU6-1015P	1
ENSG00000252815	4	55032071	55031965	RNU6-410P	-1
ENSG00000252845	2	96956815	96956708	RNA5SP101	-1
ENSG00000278089	15	25182466	25182385	SNORD115-7	1
ENSG00000222398	15	43602648	43602543	RNU6-554P	1
ENSG00000239333	X	16539439	16539137	RN7SL658P	-1
ENSG00000280554	15	66502089	66502019	RF01159	-1
ENSG00000212612	14	18978953	18978847	RNU6-1239P	1
ENSG00000265418	2	10192671	10192614	MIR4261	-1
ENSG00000202434	2	197404854	197404718	RF00394	1
ENSG00000283271	4	13051411	13051342	RF00026	1
ENSG00000221459	X	47388777	47388649	SNORA11C	1
ENSG00000207052	5	32309768	32309662	RNU6-378P	1
ENSG00000275698	CHR_HSCHR15_4_CTG8	30506195	30506091	RF00019	1
ENSG00000276532	17	18605356	18605054	RF00017	-1
ENSG00000201659	X	47132826	47132671	RNU12-2P	1
ENSG00000200354	20	38433998	38433865	SNORA71D	-1
ENSG00000264764	2	102432366	102432289	MIR4772	1
ENSG00000201201	16	67321987	67321658	RN7SKP118	-1
ENSG00000274623	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1	54940717	54940611	RF00026	-1
ENSG00000264778	CHR_HSCHR6_MHC_SSTO_CTG1	31769661	31769573	RF00019	-1
ENSG00000200889	17	59537499	59537359	RNU4-13P	-1
ENSG00000207089	14	68736028	68735922	RNU6-921P	-1
ENSG00000251977	1	8292263	8292157	RNU6-991P	-1
ENSG00000202476	16	30454097	30453997	RF00019	-1
ENSG00000241487	14	73040914	73040619	RN7SL586P	-1
ENSG00000264400	19	35415149	35414881	RN7SL491P	-1
ENSG00000265707	CHR_HSCHR6_MHC_DBB_CTG1	31819327	31819261	SNORD52	1
ENSG00000283639	2	218823154	218823090	MIR9500	1
ENSG00000266166	16	25185538	25185253	RN7SL557P	-1
ENSG00000226572	20	2657010	2656939	SNORD57	1
ENSG00000278123	15	25104732	25104642	SNORD116-28	1
ENSG00000281159	2	130929883	130929762	RF00426	-1
ENSG00000252574	10	109185001	109184934	RNU5B-6P	-1
ENSG00000252677	18	21712119	21711950	RF01241	-1
ENSG00000274424	15	30405597	30405307	RN7SL196P	-1
ENSG00000277733	CHR_HSCHR19LRC_LRC_S_CTG3_1	54190480	54173854	MBOAT7	-1
ENSG00000202441	6	33199696	33199601	RNY4P10	1
ENSG00000251916	6	32550090	32549940	RNU1-61P	-1
ENSG00000265841	21	18686164	18686090	MIR548X	-1
ENSG00000207488	7	90252020	90251923	RF00019	1
ENSG00000212270	14	25806712	25806648	RF00440	-1
ENSG00000273948	17	17675522	17675366	RF02177	1
ENSG00000222767	16	47313121	47313027	RF00019	-1
ENSG00000253081	3	8364648	8364529	RNU4ATAC17P	-1
ENSG00000242066	15	77916982	77916718	RN7SL214P	-1
ENSG00000263517	CHR_HSCHR6_MHC_MCF_CTG1	30211463	30211301	RF00554	-1
ENSG00000200225	14	20415098	20414987	RNA5SP382	1
ENSG00000265180	3	5250255	5250177	MIR4790	-1
ENSG00000222659	6	121580521	121580332	RNU2-8P	-1
ENSG00000199540	5	144197	144087	RF00019	-1
ENSG00000207473	10	73347048	73346936	RF00019	1
ENSG00000252992	11	117263952	117263799	RF00564	1
ENSG00000201516	4	176098285	176098163	RF00432	1
ENSG00000221507	7	144451817	144451681	RNU6ATAC40P	1
ENSG00000242565	1	153704385	153704088	RN7SL372P	1
ENSG00000199633	15	78091297	78091172	RF00092	-1
ENSG00000221093	8	56121352	56121242	RF00334	-1
ENSG00000275789	3	52846552	52846463	MIR8064	-1
ENSG00000200291	X	117914345	117914244	RF00019	-1
ENSG00000239128	3	47250626	47250523	SNORD13P3	-1
ENSG00000252969	1	12221271	12221148	RF00156	-1
ENSG00000265732	CHR_HSCHR6_MHC_QBL_CTG1	31825572	31825510	SNORD48	1
ENSG00000251753	13	90781869	90781766	RNU6-75P	-1
ENSG00000207407	11	19591291	19591156	RF00408	-1
ENSG00000201683	6	20500276	20500175	RF00019	1
ENSG00000275227	3	25618312	25618132	RF02271	-1
ENSG00000276918	11	66374435	66374138	RF00017	-1
ENSG00000199446	10	63110246	63110139	RNU6-543P	1
ENSG00000265829	4	60922684	60922619	MIR548AG1	1
ENSG00000200632	14	100941202	100941126	SNORD113-7	1
ENSG00000202259	1	100000739	100000637	RNU6-1318P	-1
ENSG00000276568	19	6928629	6928345	RF00017	1
ENSG00000200799	6	108392177	108392073	RNU6-770P	1
ENSG00000206813	22	41747413	41747312	RF00019	1
ENSG00000199169	4	112647941	112647874	MIR367	-1
ENSG00000264379	9	21524382	21524307	RF00157	-1
ENSG00000239948	19	43660776	43660500	RN7SL368P	-1
ENSG00000242241	7	128971029	128970734	RN7SL306P	1
ENSG00000253003	14	34675994	34675891	RNU6-1261P	1
ENSG00000265885	13	110098151	110097851	RN7SL783P	-1
ENSG00000199551	12	12226777	12226674	RNU6-545P	1
ENSG00000251971	2	238029063	238028971	RNU6-1333P	-1
ENSG00000264105	4	159128894	159128802	MIR3688-1	-1
ENSG00000274934	5	136134248	136134082	RF02176	1
ENSG00000274998	9	136726879	136726747	SNORA17A	-1
ENSG00000264028	12	54344876	54344610	RN7SL744P	1
ENSG00000200817	11	58026812	58026706	RNU6-899P	-1
ENSG00000206880	1	168263481	168263375	RNU6-1310P	-1
ENSG00000237261	2	14531223	14530941	RF00017	1
